,CASE_NO,DECISION_DATE,CASE_RECEIVED_DATE,CASE_STATUS,REQUESTED_START_DATE_OF_NEED,REQUESTED_END_DATE_OF_NEED,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,EMPLOYER_NAME,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_ADDRESS1,AGENT_ATTORNEY_ADDRESS2,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,AGENT_ATTORNEY_POSTAL_CODE,JOB_TITLE,NBR_WORKERS_CERTIFIED,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY,ALIEN_WORK_CITY,ALIEN_WORK_STATE,ORGANIZATION_FLAG
2200,C-08350-16137,2009-02-05 16:24:03,2008-12-15 00:00:00,Certified - Full,2009-03-05 00:00:00,2009-11-15 00:00:00,2009-03-05 00:00:00,2009-11-15 00:00:00,C & C HONEY FARMS,4170 12TH AVE. W,,VOLTAIRE,ND,58792,"SMARTSOURCING BUSINESS SOLUTIONS, LLC","C/O 103 6TH ST., E.",,BOTTINEAU,ND,58318,BEEKEEPER,2.0,9.9,HR,MINOT,ND,S
2201,C-08351-16164,2009-02-05 16:28:29,2008-12-16 00:00:00,Certified - Full,2009-02-15 00:00:00,2009-11-15 00:00:00,2009-02-15 00:00:00,2009-11-15 00:00:00,CHOICE FARMS,7573 NORTH 6500 WEST,,AMERICAN FORK,UT,84003,JAMES HECTOR ALCALA,ALCALA IMMIGRATION LAW FIRM,1380 WEST INDIANA AVENUE,SALT LAKE CITY,UT,84104,FARMWORKER,20.0,9.42,HR,AMERICAN FORK,UT,S
2202,C-09014-17044,2009-02-05 16:30:47,2009-01-14 00:00:00,Certified - Full,2009-03-01 00:00:00,2009-11-15 00:00:00,2009-03-01 00:00:00,2009-11-15 00:00:00,HOMESTEAD FARM,15600 SUGARLAND ROAD,,POOLSVILLE,MD,20837,,,,,,,"FARMWORKER, DIVERSIFIED CROPS II",5.0,9.7,HR,POOLSVILLE,MD,S
2203,C-09015-17129,2009-02-05 16:32:25,2009-01-15 00:00:00,Certified - Full,2009-03-02 00:00:00,2009-12-15 00:00:00,2009-03-02 00:00:00,2009-12-15 00:00:00,CECIL TOBACCO COMPANY,9408 MULLIGAN RD.,,OWENSBORO,KY,42301,"INTERNATIONAL LABOR MANAGEMENT CORP., LABOR CONSUL",234 CAMERON AVENUE,P.O. BOX 630,VASS,NC,28394,"FARMWORKER, DIVERSIFIED CROPS II",20.0,9.13,HR,OWENSBORO,KY,S
2204,C-09014-16975,2009-02-05 17:01:18,2009-01-14 00:00:00,Withdrawn,2009-03-31 00:00:00,2009-12-31 00:00:00,,,DJ'S NURSERY & FLOWER BARN,22750 MACOMB INDUSTRIAL DRIVE,,CLINTON TOWNSHIP,MI,48036,USA WORKS...FOR YOU (BECKY DASHER),500 OCEAN POND ROAD,,LAKE PARK,GA,31636,FARMWORKER,,10.01,HR,CLINTON TOWNSHIP,MI,S
2205,C-09020-17307,2009-02-05 17:52:23,2009-01-20 00:00:00,Certified - Full,2009-03-06 00:00:00,2009-12-03 00:00:00,2009-03-06 00:00:00,2009-12-03 00:00:00,"JOHN HUDSON FARMS, INC.",553 ROSIN HILL ROAD,,NEWTON GROVE,NC,28366,ANDREW JACKSON,407 COLLEGE STREET,,CLINTON,NC,28328,"FARMWORKER, DIVERSIFIED CROP",43.0,7.25,HR,NEWTON GROVE,NC,S
2206,C-08358-16333,2009-02-05 17:58:03,2008-12-23 00:00:00,Certified - Partial,2009-02-07 00:00:00,2009-12-01 00:00:00,2009-02-07 00:00:00,2009-12-01 00:00:00,ALEWELT INC.,"18358 COUNTY HIGHWAY D20, SUITE A",,ALDEN,IA,50006,,,,,,,"FARMWORKER, GENERAL I",39.0,10.44,HR,ALDEN,OK,S
2207,C-08358-16336,2009-02-05 17:58:06,2008-12-23 00:00:00,Certified - Full,2009-02-16 00:00:00,2009-12-01 00:00:00,2009-02-16 00:00:00,2009-12-01 00:00:00,ALEWELT INC.,"18358 COUNTY HIGHWAY D-20, SUITE A",,ALDEN,IA,50006,,,,,,,"FARMWORKER, GENERAL I",5.0,15.0,HR,HOLDENVILLE,OK,S
2208,C-08308-15308,2009-02-05 18:22:55,2008-11-03 00:00:00,Certified - Full,2008-12-18 00:00:00,2009-04-30 00:00:00,2008-12-18 00:00:00,2009-04-30 00:00:00,RC FEEDLOT LTD,34790 CTY RD 118,,SIDNEY,MT,59270,PLUTO  - MANUEL FICK,248 HOLSTON VILLAGE ROAD,,WAYNESVILLE,NC,28786,FARM WORKER LIVESTOCK,3.0,8.74,HR,SIDNEY,MT,S
2209,C-08351-16159,2009-02-06 09:07:20,2008-12-16 00:00:00,Certified - Full,2009-03-01 00:00:00,2009-11-30 00:00:00,2009-03-01 00:00:00,2009-11-30 00:00:00,NED ROSS,4080 FALL CREEK RD,,SPICEWOOD,TX,78669,"KT LABOR, INC./TISH SOWARDS",169 EAST REYNOLDS RD,SUITE 205-F,LEXINGTON,KY,40517,FARM LABORER,2.0,9.02,HR,SPICEWOOD,TX,S
2210,C-09012-16774,2009-02-06 09:12:26,2009-01-12 00:00:00,Certified - Full,2009-03-01 00:00:00,2010-01-01 00:00:00,2009-03-01 00:00:00,2010-01-01 00:00:00,"OURSO FARMS, INC.",56946 OURSO ROAD,,WHITE CASTLE,LA,70788,LINDA WHITE AND ASSOC.,20791 E. RAILROAD AVE.,,LIVINGSTON,LA,70754,"FARMWORKER, FIELD CROP I",35.0,8.41,HR,WHITE CASTLE,LA,S
2211,C-09002-16495,2009-02-06 09:15:09,2009-01-02 00:00:00,Certified - Full,2009-03-01 00:00:00,2009-12-31 00:00:00,2009-03-01 00:00:00,2009-12-31 00:00:00,HANNA HILL FARM C/O ANNA L. PENNINGTON,367 HANNA RD.,,SHELBYVILLE,KY,40065,STANLEY L. SMITH,12600 WOOSLEY- MT. CARMEL RD.,,CERULEAN,KY,42215,FARM WORKER FIELD CROP II,1.0,9.13,HR,SHELBYVILLE,KY,S
2212,C-09014-17036,2009-02-06 09:50:26,2009-01-14 00:00:00,Certified - Full,2009-03-09 00:00:00,2009-12-09 00:00:00,2009-03-09 00:00:00,2009-12-09 00:00:00,WAYSIDE GARDEN CENTER,124 PITTSFORD-PALMYRA RD.,,MACEDON,NY,14502,,,,,,,HORTICULTURAL WORKER II,16.0,9.7,HR,MACEDON,NY,S
2213,C-09020-17300,2009-02-06 09:53:58,2009-01-16 00:00:00,Certified - Full,2009-03-06 00:00:00,2009-12-06 00:00:00,2009-03-06 00:00:00,2009-12-06 00:00:00,E.G. ROBICHAUX CO.,184 CEDAR GROVE ROAD,,LABADIEVILLE,LA,70372,LINDA WHITE AND ASSOC.,20791 E. RAILROAD AVE.,,LIVINGSTON,LA,70754,"FARMWORKER, FIELD CROP I",18.0,8.41,HR,LABADIEVILLE,LA,S
2214,C-09014-17051,2009-02-06 10:00:54,2009-01-14 00:00:00,Certified - Full,2009-03-01 00:00:00,2010-01-01 00:00:00,2009-03-01 00:00:00,2010-01-01 00:00:00,BLACKBERRY FARMS,2975 VSLCOUR AIME,,VACHARIE,LA,70090,LINDA WHITE & ASSOCIATES,LINDA WHITE & ASSOC.,20791 E. RAILROAD AVE.,LIVINGSTON,LA,70754,"FARMWORKER, FIELD CROP I",7.0,8.41,HR,VACHARIE,LA,S
2215,C-09007-16633,2009-02-06 10:10:44,2009-01-07 00:00:00,Certified - Full,2009-03-10 00:00:00,2009-12-01 00:00:00,2009-03-10 00:00:00,2009-12-01 00:00:00,MURPHY FARMS/CHAD MURPHY,45161 211TH ST.,,ARLINGTON,SD,57212,GAROLD DUNGY,8168 NW 272ND STREET,P.O. BOX 336,GOWER,MO,64454,"FARMWORKER, GRAIN I",2.0,9.9,HR,ARLINGTON,SD,S
2216,C-09014-17050,2009-02-06 10:13:56,2009-01-14 00:00:00,Certified - Full,2009-03-10 00:00:00,2009-12-31 00:00:00,2009-03-10 00:00:00,2009-12-31 00:00:00,SWEET DREAMS FARM,249 BASHFORD RD.,,VALATIE,NY,12184,"MICOSTA ENTERPRISES INC., STEVEN MCKAY",3007 RT. 20,,HUDSON,NY,12534,"FARMWORKER, DIVERSIFIED CROPS I",2.0,9.7,HR,VALATIE,NY,S
2217,C-09015-17145,2009-02-06 10:15:02,2009-01-15 00:00:00,Certified - Full,2009-03-03 00:00:00,2009-12-01 00:00:00,2009-03-03 00:00:00,2009-12-01 00:00:00,BAYOU CAMITTE PLANTATION,14167 HWY 1,,DERRY,LA,71416,LINDA WHITE & ASSOCIATES,20791 E. RAILROAD AVE.,,LIVINGSTON,LA,70754,"FARMWORKER, DIVERSIFIED CROPS II",3.0,8.41,HR,DERRY,LA,S
2218,C-08345-16043,2009-02-06 10:48:26,2008-12-10 00:00:00,Certified - Full,2009-03-08 00:00:00,2009-12-01 00:00:00,2009-03-08 00:00:00,2009-12-01 00:00:00,FORREST CITY FARMS,1169 AVON DARLOVE RD.,,HOLLANDALE,MS,38748,GAROLD DUNGY,COC PLACEMENT SERVICES,8168 NW 272ND STREET,GOWER,MO,64454,FARM MACHINE OPERATOR,4.0,8.41,HR,HOLLANDALE,MS,S
2219,C-09022-17399,2009-02-06 10:59:47,2009-01-16 00:00:00,Certified - Full,2009-03-02 00:00:00,2009-12-10 00:00:00,2009-03-02 00:00:00,2009-12-10 00:00:00,ALEWELT INC.,18358 COUNTY HIGHWAY D20,SUITE A,ALDEN,IA,50006,,,,,,,"FARMWORKER, GENERAL I (LABOR LEADER)",15.0,15.0,HR,MONROE COUNTY,IA,S
2220,C-09015-17144,2009-02-06 11:16:49,2009-01-15 00:00:00,Certified - Full,2009-03-03 00:00:00,2010-01-03 00:00:00,2009-03-03 00:00:00,2010-01-03 00:00:00,RRS CRAWFISH,9336 HWY 182,,OPELOUSAS,LA,70570,LINDA WHITE & ASSOCIATES,20791 E. RAILROAD AVE.,,LIVINGSTON,LA,70754,"FARMWORKER, GENERAL II",2.0,8.41,HR,OPELOUSAS,LA,S
2221,C-09014-17052,2009-02-06 11:19:20,2009-01-14 00:00:00,Certified - Full,2009-03-01 00:00:00,2009-12-31 00:00:00,2009-03-01 00:00:00,2009-12-31 00:00:00,R. SCHEXNAYDER & SONS LLC,3370 POYDRAS BAYOU RD,,PORT ALLEN,LA,70767,"KELLY COUCH, CONSULTANT",231 PECAN AVE,,NEW ROADS,LA,70760,FARMWORKER GENERAL I,7.0,8.41,HR,PORT ALLEN,LA,S
2222,C-09015-17076,2009-02-06 11:51:23,2009-01-15 00:00:00,Certified - Full,2009-03-01 00:00:00,2009-12-31 00:00:00,2009-03-01 00:00:00,2009-12-31 00:00:00,BOB ROGERS FARMS,58605 CR RR,,OTIS,CO,80743,SPENCER J. GARTIN,,20685 U.S. HWY 377,WHITESBORO,TX,76273,"FARMWORKER, GRAIN I",6.0,10.0,HR,OTIS,CO,S
2223,C-09014-16949,2009-02-06 11:55:00,2009-01-13 00:00:00,Certified - Full,2009-03-01 00:00:00,2009-11-30 00:00:00,2009-03-01 00:00:00,2009-11-30 00:00:00,JOE SPERRY/SPERRY'S,20215 F ROAD,,DELTA,CO,81416,MOUNTAIN PLAINS AGRICULTURAL SERVICE,811 NORTH GLENN,,CASPER,WY,82602,LIVESTOCK WORKER,4.0,875.0,MTH,DELTA,CO,S
2224,C-09015-17097,2009-02-06 12:21:50,2009-01-15 00:00:00,Certified - Partial,2009-03-01 00:00:00,2009-12-31 00:00:00,2009-03-01 00:00:00,2009-12-31 00:00:00,COLLINS AG SERVICE,1985 16TH RD,,WAVERLY,KS,66871,SPENCER J. GARTIN,,20685 U.S. HWY 377,WHITESBORO,TX,76273,"FARMWORKER, GRAIN I",5.0,9.9,HR,WAVERLY,KS,S
2225,C-08329-15660,2009-02-06 12:28:04,2008-11-24 00:00:00,Withdrawn,2009-01-15 00:00:00,2009-08-15 00:00:00,,,WELBY GARDENS CO,2761 E.4TH AVE,,DENVER,CO,80229,FEDERATION OF EMPLOYERS AND WORKERS OF AMERICA,2901 BUCKS BAYOU ROAD,,BAY CITY,TX,77414,GENERAL LABORER,,9.42,HR,DENVER,CO,S
2226,C-09009-16695,2009-02-06 12:29:08,2009-01-09 00:00:00,Certified - Full,2009-03-01 00:00:00,2009-12-27 00:00:00,2009-03-01 00:00:00,2009-12-27 00:00:00,"D'URSO LANDSCAPING, INC. & NURSERY",76 LONGVIEW TERRACE,,MEYERSVILLE,NJ,07933,"JEFFREY I. BRONSON, ESQ.",65 MADISON AVENUE,SUITE 333,MORRISTOWN,NJ,07960,HORTICULTURE WORKER I,3.0,9.7,HR,MILLINGTON,NJ,S
2227,C-09012-16778,2009-02-06 12:32:35,2009-01-12 00:00:00,Certified - Full,2009-03-01 00:00:00,2010-01-01 00:00:00,2009-03-01 00:00:00,2010-01-01 00:00:00,WALET BROTHERS,4317 LAKE DAUTRIVE,,LOREAUVILLE,LA,70552,LINDA WHITE & ASSOC.,20791 E. RAILROAD AVE.,,LIVINGSTON,LA,70754,"FARMWORKER, GRAIN I",4.0,8.34,HR,LOREAUVILLE,LA,S
2228,C-08350-16129,2009-02-06 12:37:17,2008-12-15 00:00:00,Certified - Full,2009-03-01 00:00:00,2009-11-01 00:00:00,2009-03-01 00:00:00,2009-11-01 00:00:00,MIKE ASSMAN,28636 283RD AVE.,,MISSION,SD,57555,LEANN HART DBA HART TO HART,3439 MAIN STR.,,CHASELEY,ND,58423,GENERAL FARM WORKER,2.0,9.9,HR,MISSION,SD,S
2229,C-08339-15862,2009-02-06 12:52:00,2008-12-04 00:00:00,Certified - Partial,2009-03-09 00:00:00,2009-12-31 00:00:00,2009-03-09 00:00:00,2009-12-31 00:00:00,CANEMOUNT PLANTATION,4003 HIGHWAY 552 W,P.O. BOX 467,LORMAN,MS,39096,"FLORENE HARDIGREE, DAWSON INTERNATIONAL",609 OAK GROVE ROAD,,MENDENHALL,MS,39114,"FARM WORKER, DIVERSIFIED CROP I",2.0,8.41,HR,LORMAN,MS,S
2230,C-09015-17133,2009-02-06 12:53:59,2009-01-15 00:00:00,Certified - Full,2009-03-08 00:00:00,2009-09-25 00:00:00,2009-03-08 00:00:00,2009-09-25 00:00:00,BUSH-N-VINE FARM,1690 FILBERT HWY.,,YORK,SC,29745,"INTERNATIONAL LABOR MANAGEMENT CORP., LABOR CONSUL",234 CAMERON AVENUE,P.O. BOX 630,VASS,NC,28394,FARMWORKER DIVERSIFIED CROPS I,6.0,8.53,HR,YORK,SC,S
2231,C-09014-17016,2009-02-06 15:26:16,2009-01-14 00:00:00,Certified - Full,2009-03-17 00:00:00,2009-11-30 00:00:00,2009-03-17 00:00:00,2009-11-30 00:00:00,FRIEDEN LANDSCAPING AND NURSERY,14970 CRIMSON KING TRAIL,,CHARDON,OH,44024,"BRANISLAV HRUZ CO, LPA","1900 SUPERIOR AVE, STE #307",,CLEVELAND,OH,44114,HORTICULTURAL WORKER II,10.0,9.9,HR,CHARDON,OH,S
2232,C-09022-17388,2009-02-06 15:27:32,2009-01-22 00:00:00,Certified - Full,2009-03-09 00:00:00,2009-12-19 00:00:00,2009-03-09 00:00:00,2009-12-19 00:00:00,LEWIS CREEK FARM,P.O BOX 123,3071 VT ROUTE 116,STARKSBORO,VT,05487,,,,,,,"FARMWORKERS AND LABORERS, CROP",3.0,9.7,HR,STARKSBORO,VT,S
2233,C-09020-17318,2009-02-06 15:28:50,2009-01-20 00:00:00,Certified - Full,2009-03-10 00:00:00,2009-12-31 00:00:00,2009-03-10 00:00:00,2009-12-31 00:00:00,BRUCE TEUBNER,6781 63RD AVE NE,,CANDO,ND,58324,LESLI DOWNS,4309 SUMMIT CT.,,SAND SPRINGS,OK,74063,AGRICULTURAL EQUIPMENT OPERATOR,3.0,12.76,HR,CANDO,ND,S
2234,C-09012-16830,2009-02-06 15:29:46,2009-01-12 00:00:00,Certified - Full,2009-03-10 00:00:00,2010-01-10 00:00:00,2009-03-10 00:00:00,2010-01-10 00:00:00,LARRY A. CROUCH,540 FLOURVILLE ROAD,,GRAY,TN,37615,SEASONAL HANDS LLC - MAYRA DIAZ BALLARD,3273 S.R. 131,,MAYFIELD,KY,42066-4302,FARM WORKER,6.0,9.13,HR,GRAY,TN,S
2235,C-08333-15731,2009-02-06 15:32:53,2008-11-28 00:00:00,Certified - Full,2009-03-09 00:00:00,2009-12-21 00:00:00,2009-03-09 00:00:00,2009-12-21 00:00:00,"AMECA, INC.",2110 SOUTH BUERKLE,,STUTTGART,AR,72160,USA WORKS...FOR YOU (BECKY DASHER),500 OCEAN POND ROAD,,LAKE PARK,GA,31636,FARMWORKER,10.0,8.41,HR,STUTTGART,AR,S
2236,C-08329-15646,2009-02-06 15:36:19,2008-11-24 00:00:00,Certified - Full,2009-02-15 00:00:00,2009-11-30 00:00:00,2009-02-15 00:00:00,2009-11-30 00:00:00,"SUNNYE RIDGE FARM,INC.",38466  SOMERSET ROAD,,LA CYGNE,KS,66040,JEFFERY S. BELL,2022 SWIFT,SUITE 202,NORTH KANSAS CITY,MO,64116-3443,"FARMS WORKER, FRUIT I",3.0,9.9,HR,LA CYGNE,KS,S
2237,C-09020-17326,2009-02-06 15:38:06,2009-01-20 00:00:00,Withdrawn,2009-03-10 00:00:00,2009-12-15 00:00:00,,,MAPADOT ORCHARDS,3 VALLEY VIEW LANE,,NEW BOSTON,NH,03070,JOSEPH ERIC YOUNG,7 MAIN ST.,,GOFFSTOWN,NH,03045,FARMWORKER & LABORERS CROP,,7.25,HR,NEW BOSTON,NH,S
2238,C-09021-17346,2009-02-06 15:43:51,2009-01-21 00:00:00,Certified - Full,2009-03-07 00:00:00,2009-12-31 00:00:00,2009-03-07 00:00:00,2009-12-31 00:00:00,GARY AND KAREN JACKSON FARMS,1305 HOBBS HIGHWAY,,SEMINOLE,TX,79360,HELEEN VAN TONDER / GOLDEN OPPORTUNITIES INT LLC,214 EAGLE DRIVE,,MCGREGOR,IA,52157,AGRICULTURAL EQUIPMENT OPERATORS,5.0,9.02,HR,SEMINOLE,TX,S
2239,C-08353-16237,2009-02-06 15:51:27,2008-12-18 00:00:00,Certified - Full,2009-03-01 00:00:00,2009-12-22 00:00:00,2009-03-01 00:00:00,2009-12-22 00:00:00,VERDIGRIS VALLEY SOD FARMS,1050 W. LOWRY ROAD / P.O. BOX  97=74019 ZIP,,CLAREMORE,OK,74017,"KT LABOR, INC., TISH SOWARDS","169 EAST REYNOLDS RD,",SUITE 205-F,LEXINGTON,KY,40517,HORTICULTURAL WORKER II,6.0,9.02,HR,CLAREMORE,OK,S
2240,C-09016-17215,2009-02-06 15:53:03,2009-01-16 00:00:00,Certified - Full,2009-03-02 00:00:00,2009-11-13 00:00:00,2009-03-02 00:00:00,2009-11-13 00:00:00,SCHICHTEL'S NURSERY,7420 PETERS ROAD,,SPRINGVILLE,NY,14141,"INTERNATIONAL LABOR MANAGEMENT CORP., LABOR CONSUL","SARAH E. FARRELL, PRESIDENT","234 CAMERON AVENUE, PO BOX 630",VASS,NC,28394,HORTICULTURAL WORKER,15.0,9.7,HR,SPRINGVILLE,NY,S
2241,C-09016-17217,2009-02-06 15:54:57,2009-01-16 00:00:00,Certified - Full,2009-03-02 00:00:00,2009-05-29 00:00:00,2009-03-02 00:00:00,2009-05-29 00:00:00,SCHICHTEL'S NURSERY,7420 PETERS ROAD,,SPRINGVILLE,NY,14141,"INTERNATIONAL LABOR MANAGEMENT CORP., LABOR CONSUL","SARAH E. FARRELL, PRESIDENT","234 CAMERON AVENUE, PO BOX 630",VASS,NC,28394,HORTICULTURAL WORKER,42.0,9.7,HR,SPRINGVILLE,NY,S
2242,C-09013-16891,2009-02-06 15:57:24,2009-01-13 00:00:00,Certified - Full,2009-03-10 00:00:00,2009-12-10 00:00:00,2009-03-10 00:00:00,2009-12-10 00:00:00,ENGEL FAMILY FARMS,7423 CABIN HILL FARM LANE,,HANOVER,VA,23069,"MAS LABOR H2A, LLC",P.O. BOX 507/650 FRONT STREET,,LOVINGSTON,VA,22949,"FARMWORKER, GRAIN II",5.0,8.85,HR,HANOVER,VA,S
2243,C-09023-17411,2009-02-06 16:04:46,2009-01-23 00:00:00,Certified - Full,2009-03-09 00:00:00,2009-12-15 00:00:00,2009-03-09 00:00:00,2009-12-15 00:00:00,"SULLIVAN ORCHARDS, INC.",488 SULLIVAN RD,,PERU,NY,12972,,,,,,,"FARMWORKERS AND LABORERS, CROP",30.0,9.7,HR,PERU,NY,S
2244,C-09013-16906,2009-02-06 16:14:39,2009-01-13 00:00:00,Certified - Full,2009-03-01 00:00:00,2010-02-28 00:00:00,2009-03-01 00:00:00,2010-02-28 00:00:00,"KELLEY O'NEILL, SHEEP IMPROVEMENT CO","RR 1, BOX 116A",29182 HARTWOOD DRIVE,RUSHFORD,MN,55971,MOUNTAIN PLAINS AGRICULTURAL SERVICE,811  NORTH GLENN,,CASPER,WY,82601,SHEEPHERDER,2.0,1020.0,MTH,RUSHFORD,MN,S
2245,C-09023-17413,2009-02-06 16:31:39,2009-01-23 00:00:00,Certified - Full,2009-03-10 00:00:00,2009-12-01 00:00:00,2009-03-10 00:00:00,2009-12-01 00:00:00,JACKSON FARMING COMPANY,2905 ERNEST WILLIAMS ROAD,,AUTRYVILLE,NC,28318,DANIEL W. BREMER,"AGWORKS, INC.",408 WEST MARION AVENUE,LAKE PARK,GA,31636,FARMWORKER,90.0,7.25,HR,AUTRYVILLE,NC,S
2246,C-09022-17397,2009-02-06 16:33:08,2009-01-16 00:00:00,Certified - Full,2009-03-01 00:00:00,2009-12-10 00:00:00,2009-03-01 00:00:00,2009-12-10 00:00:00,ALEWELT INC.,18358 COUNTY HIGHWAY D20,SUITE A,ALDEN,IA,50006,,,,,,,"FARMWORKER, GENERAL I",81.0,10.44,HR,ALDEN,IA,S
2247,C-09012-16791,2009-02-06 16:38:17,2009-01-12 00:00:00,Certified - Full,2009-03-09 00:00:00,2009-12-15 00:00:00,2009-03-09 00:00:00,2009-12-15 00:00:00,GUNNISON LAKESHORE ORCHARD,P.O. BOX 477,RT. 22 & 9N,CROWN POINT,NY,12928,,,,,,,"FARMWORKER, LABORER, CROP, NURSERY & GREENHOUSE",12.0,9.7,HR,CROWN POINT,NY,S
2248,C-09012-16769,2009-02-06 16:47:11,2009-01-12 00:00:00,Certified - Full,2009-03-01 00:00:00,2009-12-31 00:00:00,2009-03-01 00:00:00,2009-12-31 00:00:00,KEN RUSTAD FARMS,1988 65TH AVE NW,,ROSEGLEN,ND,58775,PLUTO  - MANUEL FICK,248 HOLSTON VILLAGE ROAD,,WAYNESVILLE,NC,28786,FARM-MACHINE OPERATOR,2.0,12.76,HR,ROSEGLEN,ND,S
2249,C-08364-16393,2009-02-06 16:48:56,2008-12-29 00:00:00,Certified - Full,2009-02-20 00:00:00,2009-11-09 00:00:00,2009-02-20 00:00:00,2009-11-09 00:00:00,"VAN DE WALLE FRUIT FARMS, LLC",5930 SHAKER RD.,PO BOX 439,ALTON,NY,14413,,,,,,,FARMWORKER FRUIT II,6.0,9.7,HR,ALTON,NY,S
2250,C-08338-15825,2009-02-06 16:49:55,2008-12-03 00:00:00,Denied,2009-02-19 00:00:00,2009-11-21 00:00:00,,,SANDY'S PLANTS INC.,8011 BELL CREEK ROAD,,MECHANICSVILLE,VA,23111,WORKFORCE ADVANTAGE / FERNANDOSAENZ,PO BOX 9168,,RICHMOND,VA,23227,NURSERY WORKER,,9.02,HR,MECHANICSVILLE,VA,S
2251,C-09005-16574,2009-02-06 17:25:58,2009-01-07 00:00:00,Certified - Full,2009-03-10 00:00:00,2009-12-20 00:00:00,2009-03-10 00:00:00,2009-12-20 00:00:00,NEUTRAL VIEW HARVESTING LTD.,827-2ND AVE N,BOX 395,BILLINGS,MT,59103,BRENT LARGE,827-2ND AVE N,BOX 395,BILLINGS,MT,59103,"FARM WORKER, GRAIN I",15.0,9.02,HR,DAVIDSON,OK,S
2252,C-09021-17335,2009-02-06 17:37:45,2009-01-20 00:00:00,Certified - Full,2009-03-06 00:00:00,2009-12-03 00:00:00,2009-03-06 00:00:00,2009-12-03 00:00:00,MILES JACKSON,PO BOX 189,,DUNN,NC,28335,ANDREW JACKSON,P.O. BOX 27,407 COLLEGE STREET,CLINTON,NC,28329-0027,AGRICULTURAL EQUIPMENT OPERATOR,84.0,7.25,HR,DUNN,NC,S
2253,C-09023-17417,2009-02-06 17:48:29,2009-01-23 00:00:00,Certified - Full,2009-03-09 00:00:00,2010-01-09 00:00:00,2009-03-09 00:00:00,2010-01-09 00:00:00,JARREAU FARMS,938 MARINGOUIN ROAD,,LIVONIA,LA,70755,LINDA WHITE,20791 E. RAILROAD AVE,,LIVINGSTON,LA,70754,"FARM WORKER, DIVERSIFIED CROPS",3.0,8.41,HR,LIVONIA,LA,S
2254,C-09020-17269,2009-02-09 08:57:50,2009-01-16 00:00:00,Certified - Full,2009-03-03 00:00:00,2009-11-10 00:00:00,2009-03-03 00:00:00,2009-11-10 00:00:00,BEHLING ORCHARDS,364 HURLBUT ROAD,,MEXCO,NY,13114,,,,,,,"FARMWORKER, FRUIT I",5.0,9.7,HR,MEXCO,NY,S
2255,C-09022-17398,2009-02-09 09:29:20,2009-01-12 00:00:00,Certified - Full,2009-03-10 00:00:00,2009-12-10 00:00:00,2009-03-10 00:00:00,2009-12-10 00:00:00,ALWELT INC.,18358 COUNTY HIGHWAY D20,SUITE A,ALDEN,IA,50006,,,,,,,"FARMWORKER, GENERAL I (LABOR LEADER)",5.0,15.0,HR,SEDALIA,MO,S
2256,C-08331-15722,2009-02-09 10:31:18,2008-11-26 00:00:00,Certified - Full,2009-03-01 00:00:00,2009-12-15 00:00:00,2009-03-01 00:00:00,2009-12-15 00:00:00,KING'S TREE FARM,4600 MILLERS STATION ROAD,,HAMPSTEAD,MD,21074,"AMIGOS LABOR SOLUTIONS, INC.","3141 HOOD STREET, SUITE 440",,DALLAS,TX,75219,HORTICULTURAL WORKER II,6.0,9.7,HR,HAMPSTEAD,MD,S
2257,C-09021-17347,2009-02-09 10:52:28,2009-01-21 00:00:00,Certified - Full,2009-03-09 00:00:00,2009-11-09 00:00:00,2009-03-09 00:00:00,2009-11-09 00:00:00,"OUACHITA RIVER TURF, INC",101 MAIN ST.,,COLUMBIA,LA,71418,"LINDA WHITE & ASSOCIATES, INC.",20791 E. RAILROAD AVE.,,LIVINGSTON,LA,70754,NURSERY WORKERS,2.0,8.41,HR,COLUMBIA,LA,S
2258,C-09021-17350,2009-02-09 10:55:29,2009-01-21 00:00:00,Certified - Full,2009-03-09 00:00:00,2010-01-09 00:00:00,2009-03-09 00:00:00,2010-01-09 00:00:00,WILLIAM O BRIEN FARM,2329 HWY 29,,BUNKIE,LA,71322,"LINDA WHITE & ASSOCIATES, INC.",20791 E. RAILROAD AVE.,,LIVINGSTON,LA,70754,"FARMWORKERS AND LABORERS, CROP NURSERY & GREENHOUS",10.0,8.41,HR,BUNKIE,LA,S
2259,C-09015-17101,2009-02-09 11:01:35,2009-01-15 00:00:00,Certified - Full,2009-03-01 00:00:00,2009-12-31 00:00:00,2009-03-01 00:00:00,2009-12-31 00:00:00,AXDAHL FARMS,17120 116TH ST NORTH,,STILLWATER,MN,55082,P.L.U.T.O. - MANUEL FICK,248 HOLSTON VILLAGE ROAD,,WAYNESVILLE,NC,28786,FARM WORKER GRAIN 1,3.0,10.01,HR,STILLWATER,MN,S
